POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,kirby dach,mtl,1262.5666666667,70,18.036666666667,0.43,0.81,0.43,0.38,1.24,44.83,5.51,0.0776,0.64,9.41,7.46,5.89,2.99,0.33,0.52,2.04,0.95,0.9,0.05,0.0,0.67,0.81,2.0,2.33,6.89,1.85,8.51,17.39,0.0156,53.32,55.22,,38.35,39.49,,29.27,29.23,0.5004,2.76,3.8,0.4203,2.71,2.9,,26.14,27.14,0.4906,9.69,9.31,0.51,1.14,1.9,0.375,21.92,23.76,0.4799,1.52,1.27,0.5455,34.8,36.04,,0.62,1.1,0.36,0.0942,0.8698999999999999,0.964,9.74,11.98,5.94,44.91,0.6212,18.49,16.82,13.45,0.5789,20,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,212,2019.0,CHI,1.0,3.0,3.0,Canada,Right,3 - Round 1 - 2019 (CHI),CHI,Entry-Level,18,,3,RFA,2022,925000,"$3,425,000.00",925000,832500,92500,2500000,2021-22,81500000,0.0113496932515337,0,0.017734973,"$1,445,400.00","$-1,979,600.00"
"c, r",kyle palmieri,nyi,1078.1166666667,69,15.624879227053,0.83,1.0,0.45,0.56,1.84,54.1,8.68,0.0962,1.01,14.86,11.97,9.91,4.51,0.22,0.83,3.17,1.28,1.17,0.06,0.06,1.0,1.11,0.89,4.29,3.67,0.89,0.83,2.0,0.0163999999999999,54.87,53.93,,42.13,40.07,,31.22,28.83,0.5199,3.39,2.67,0.5596,3.07,2.62,,30.0,29.83,0.5014,12.8,11.02,0.5374,1.78,1.5,0.5424,22.93,25.08,0.4775999999999999,1.19,0.82,0.5926,32.96,31.59,,0.64,0.32,0.6667000000000001,0.1086999999999999,0.9073,1.016,11.24,11.3,9.41,47.58,0.5445,19.87,15.97,18.31,0.5204,30,1991-02-01,Smithtown,NY,USA,USA,71,198,2009.0,ANA,1.0,26.0,26.0,United States,Right,26 - Round 1 - 2009 (ANA),NYI,Standard (1-way),30,NTC,4,UFA,2025,5000000,"$5,000,000.00",5000000,5000000,0,0,2021-22,81500000,0.0613496932515337,0,0.038092993,"$3,104,578.00","$-1,895,422.00"
c,lars eller,pit,1160.5833333333,72,16.119212962963,0.67,0.93,0.78,0.16,1.6,57.41,6.0,0.1121,0.59,11.01,8.79,6.57,2.64,0.52,0.57,2.07,1.03,1.03,0.0,0.0,0.88,2.27,1.91,4.91,4.81,1.71,26.37,26.93,0.0256,54.49,56.66,,40.79,42.7,,28.59,29.98,0.4881,2.79,3.62,0.4355,2.56,2.99,,27.35,29.93,0.4774,10.24,11.94,0.4614999999999999,1.34,1.86,0.4194,22.82,23.99,0.4875,1.31,1.31,0.5,35.1,34.13,,0.6,0.97,0.381,0.0975999999999999,0.8793000000000001,0.977,9.67,12.72,15.1,39.76,0.3903999999999999,16.03,17.73,24.35,0.3969,32,1989-05-08,Rodovre,DNK,DNK,,74,205,2007.0,STL,1.0,13.0,,Denmark,Left,13 - Round 1 - 2007 (STL),WSH,Standard (1-way),29,,5,UFA,2023,3500000,"$3,500,000.00",3000000,3000000,0,0,2021-22,81500000,0.0429447852760736,0,0.04094008,"$3,336,616.00","$-163,384.00"
c,leon draisaitl,edm,1787.9333333333,80,22.349166666667,1.85,1.85,1.11,0.74,3.69,75.86,9.33,0.1978,1.2,16.18,12.99,9.7,4.13,0.6,0.87,1.34,0.64,0.64,0.0,0.0,0.94,2.95,2.48,1.78,4.7,0.74,29.77,25.97,0.0179,67.69,51.81,,52.18,41.24,,38.93,30.84,0.5579999999999999,4.87,2.82,0.6332,4.48,2.94,,36.14,27.28,0.5698,16.34,11.61,0.5846,2.45,1.34,0.6459999999999999,26.4,20.9,0.5582,1.75,0.89,0.6609999999999999,42.22,31.9,,1.45,0.87,0.625,0.125,0.9086,1.034,12.52,10.44,10.13,28.22,0.5526,26.34,15.27,20.94,0.5571,25,1995-10-27,Cologne,DEU,DEU,,74,208,2014.0,EDM,1.0,3.0,,Germany,Left,3 - Round 1 - 2014 (EDM),EDM,Standard (1-way),21,,8,UFA,2025,8500000,"$8,500,000.00",8000000,8000000,0,0,2021-22,81500000,0.1042944785276073,0,0.10080285,"$8,215,432.00","$-284,568.00"
c,logan couture,sjs,1457.8166666667,77,18.932683982684,0.95,1.36,0.86,0.49,2.3,68.29,8.19,0.1156,0.9,12.92,10.7,8.31,3.91,0.95,1.03,0.74,0.37,0.37,0.0,0.0,0.74,1.28,2.55,3.79,3.21,0.7,25.56,26.92,0.02,61.61,61.37,,47.29,44.9,,34.33,32.47,0.5139,3.37,3.21,0.5125,3.41,3.69,,33.26,30.74,0.5196000000000001,13.38,13.17,0.5039,1.77,1.73,0.5059,26.51,23.43,0.5307999999999999,1.26,1.15,0.5227,46.97,53.09,,0.83,0.48,0.6364,0.0983,0.9011,0.999,11.81,13.42,15.27,42.76,0.4362,21.53,18.27,25.02,0.4624,32,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007.0,S.J,1.0,9.0,9.0,Canada,Left,9 - Round 1 - 2007 (SJS),SJS,Standard (1-way),30,M-NTC,8,UFA,2027,8000000,"$8,000,000.00",9000000,6000000,3000000,0,2021-22,81500000,0.0981595092024539,0,0.0834622,"$6,802,169.00","$-1,197,831.00"
c,luke glendening,tbl,1157.4833333333,82,14.115650406504,0.47,0.36,0.26,0.1,0.83,69.57,6.01,0.0776,0.71,10.0,8.66,7.21,3.89,0.41,0.52,0.78,0.31,0.26,0.05,0.0,0.83,0.73,0.88,9.28,5.39,2.9,22.03,15.5,0.0304,39.03,61.89,,29.65,45.67,,20.06,31.83,0.3865999999999999,1.19,3.27,0.2673999999999999,1.9,2.86,,19.08,28.67,0.3996,8.24,11.46,0.4184,0.73,1.61,0.3111,14.45,22.95,0.3863,0.41,1.17,0.2609,23.59,42.53,,0.07,1.05,0.0667,0.0594,0.8974,0.957,6.22,17.31,20.84,49.14,0.2299,10.52,21.2,35.4,0.2291,32,1989-04-28,Grand Rapids,MI,USA,USA,71,190,0.0,-,,,,United States,Right,-,DAL,Standard (1-way),32,,2,UFA,2023,1500000,"$1,500,000.00",1500000,1500000,0,0,2021-22,81500000,0.0184049079754601,0,0.01806714,"$1,472,471.00","$-27,529.00"
c,luke kunin,sjs,1134.0333333333,82,13.829674796748,0.69,0.48,0.32,0.16,1.16,51.16,6.61,0.104,0.77,11.06,9.31,7.2,2.96,0.21,0.74,5.24,1.64,1.16,0.37,0.11,0.95,0.9,1.06,11.8,5.61,2.54,2.54,3.23,0.0233,49.79,62.43,,36.98,47.19,,26.72,34.55,0.4361,2.28,3.07,0.4257,2.5,2.79,,24.39,29.47,0.4528,8.41,10.53,0.4440999999999999,1.06,1.48,0.4167,21.3,25.25,0.4576,1.27,1.13,0.5294,32.02,43.03,,0.15,0.99,0.1333,0.0851,0.9112,0.996,9.95,12.86,10.11,50.05,0.496,19.68,18.09,19.89,0.4972999999999999,23,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016.0,MIN,1.0,15.0,15.0,United States,Right,15 - Round 1 - 2016 (MIN),NSH,Standard (1-way),22,,2,RFA,2022,2300000,"$2,300,000.00",2300000,2300000,0,0,2021-22,81500000,0.0282208588957055,0,0.030272057,"$2,467,172.00","$167,172.00"
c,mark scheifele,wpg,1415.9666666667,67,21.133830845771,1.23,1.74,0.97,0.76,2.97,68.63,6.74,0.1823999999999999,0.82,11.19,9.11,7.71,3.31,0.25,0.81,0.97,0.42,0.38,0.04,0.0,0.89,2.54,2.08,1.53,4.92,1.91,18.22,17.71,0.0215,67.37,52.84,,51.87,40.81,,37.97,29.53,0.5625,4.32,3.64,0.5426,3.91,3.22,,36.57,28.98,0.5579,14.49,13.01,0.527,1.91,1.99,0.4891,29.44,21.3,0.5802,1.75,1.13,0.6078,43.27,29.69,,1.41,0.73,0.6570999999999999,0.1138,0.8765999999999999,0.99,12.71,10.59,5.47,34.79,0.6993,27.59,16.19,12.42,0.6896,28,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011.0,WPG,1.0,7.0,7.0,Canada,Right,7 - Round 1 - 2011 (WPG),WPG,Standard (1-way),23,M-NTC,8,UFA,2024,6125000,"$6,125,000.00",6750000,6750000,0,0,2021-22,81500000,0.0751533742331288,0,0.08266766,"$6,737,414.00","$612,414.00"
c,martin necas,car,1262.0,78,16.179487179487,0.67,1.24,0.81,0.43,1.9,64.52,7.56,0.0881,0.68,14.03,10.74,6.66,2.28,0.67,0.62,1.52,0.76,0.76,0.0,0.0,0.81,3.57,1.81,2.61,5.04,0.71,1.81,2.23,0.0213,62.42,49.83,,48.35,39.94,,33.0,28.95,0.5326,2.95,2.66,0.5254,3.02,2.82,,28.29,27.29,0.509,10.94,11.65,0.4842,1.43,1.52,0.4839,23.14,20.86,0.5259,0.95,1.01,0.4839,43.61,28.71,,1.03,0.48,0.6818000000000001,0.0892999999999999,0.908,0.997,12.65,9.84,6.8,45.93,0.6504000000000001,20.54,14.41,15.21,0.5745,22,1999-01-15,Nove Mesto na Morave,CZE,CZE,,74,189,2017.0,CAR,1.0,12.0,,Czech Republic,Right,12 - Round 1 - 2017 (CAR),CAR,Entry-Level,18,,3,RFA,2022,863333,"$1,400,833.00",832500,832500,0,537500,2021-22,81500000,0.0105930429447852,0,0.036958627,"$3,012,128.00","$1,611,295.00"
c,mason appleton,wpg,1012.1666666667,68,14.884803921569,0.47,0.77,0.47,0.3,1.24,52.5,5.81,0.0816,0.67,10.14,8.06,5.39,2.79,0.06,0.59,1.78,0.65,0.59,0.0,0.06,0.65,0.77,0.89,3.79,6.52,1.13,0.41,0.89,0.0189,50.39,56.37,,37.46,43.1,,27.45,31.36,0.4667,2.37,2.79,0.4598,2.54,2.98,,23.47,28.75,0.4495,9.66,12.39,0.4382,1.13,1.66,0.4043,18.42,21.81,0.4578,0.71,1.11,0.3913,33.48,36.13,,0.86,0.34,0.7143,0.0864,0.9112,0.998,7.71,13.34,11.68,47.54,0.3975999999999999,12.57,18.32,22.59,0.3575,25,1996-01-15,Green Bay,WI,USA,USA,75,197,2015.0,WPG,6.0,17.0,168.0,United States,Right,168 - Round 6 - 2015 (WPG),WPG,Standard (1-way),24,,2,RFA,2022,900000,"$900,000.00",900000,900000,0,0,2021-22,81500000,0.011042944785276,0,0.018794348,"$1,531,739.00","$631,739.00"
c,mathew barzal,nyi,1315.4333333333,73,18.019634703196,0.68,2.01,1.14,0.87,2.69,78.67,7.34,0.0932,0.77,11.49,9.49,7.12,3.1,0.36,0.55,0.82,0.41,0.41,0.0,0.0,1.05,3.74,1.96,1.64,2.87,0.73,10.67,12.36,0.0210999999999999,65.32,53.69,,48.94,41.64,,36.12,30.47,0.5425,3.42,2.92,0.5396,3.45,2.94,,34.89,28.74,0.5484,13.59,11.72,0.5368999999999999,1.51,1.51,0.5,28.4,22.68,0.556,1.46,0.97,0.6,40.78,31.69,,1.19,0.4,0.75,0.0947,0.9042,0.999,12.13,7.89,2.69,43.42,0.8184999999999999,23.31,11.27,8.48,0.7331,24,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015.0,NYI,1.0,16.0,16.0,Canada,Right,16 - Round 1 - 2015 (NYI),NYI,Standard (1-way),23,,3,RFA,2023,7000000,"$7,000,000.00",7000000,7000000,0,0,2021-22,81500000,0.0858895705521472,0,0.083862975,"$6,834,832.00","$-165,168.00"
"c, r",mats zuccarello,min,1302.1833333333,70,18.602619047619,1.11,2.53,1.7,0.83,3.64,69.91,7.33,0.1509,0.61,12.35,9.35,6.59,2.12,0.32,0.74,1.11,0.55,0.55,0.0,0.0,0.88,1.98,2.21,1.66,2.3,1.47,0.97,1.57,0.0176,68.7,47.18,,52.62,35.52,,38.66,27.28,0.5863,5.21,2.58,0.6686,3.57,2.44,,35.71,21.52,0.624,12.39,8.52,0.5925,2.35,1.2,0.6623,31.09,17.32,0.6420999999999999,2.33,0.92,0.7170000000000001,44.39,30.02,,1.53,0.6,0.7188,0.1347,0.9054,1.04,14.47,10.18,3.96,32.58,0.785,28.52,16.82,11.47,0.7131000000000001,33,1987-09-01,Oslo,NOR,NOR,,68,181,0.0,-,,,,Norway,Left,-,MIN,Standard (1-way),31,NMC,5,UFA,2024,6000000,"$6,000,000.00",7500000,7500000,0,0,2021-22,81500000,0.0736196319018405,0,0.07173246,"$5,846,195.00","$-153,805.00"
c,matt duchene,dal,1483.0666666667,78,19.013675213675,1.74,1.74,0.97,0.77,3.48,65.65,9.26,0.1878,1.16,15.49,12.87,10.72,4.41,0.28,0.77,1.54,0.65,0.65,0.0,0.0,0.73,3.12,1.25,1.25,3.48,1.05,4.81,4.09,0.0219,69.79,48.18,,53.36,36.69,,37.42,27.27,0.5785,5.3,3.12,0.6297999999999999,3.82,2.67,,37.38,23.99,0.6091,13.03,8.82,0.5963,2.87,1.54,0.6514,32.47,20.23,0.6162,1.78,1.24,0.5893,44.35,30.04,,1.4,0.47,0.75,0.1416,0.8858,1.027,16.06,11.81,6.19,34.63,0.7218000000000001,33.17,18.49,13.84,0.7056999999999999,30,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009.0,COL,1.0,3.0,3.0,Canada,Left,3 - Round 1 - 2009 (COL),NSH,Standard (1-way),28,,7,UFA,2026,8000000,"$8,000,000.00",10000000,5000000,5000000,0,2021-22,81500000,0.0981595092024539,0,0.09803299,"$7,989,688.00","$-10,312.00"
c,mattias janmark,edm,961.06666666667,67,14.344278606965,0.56,1.0,0.5,0.5,1.56,59.52,5.56,0.1011,0.68,8.99,7.62,6.12,3.25,0.19,0.94,1.31,0.56,0.5,0.06,0.0,0.69,1.19,1.81,1.19,5.37,1.37,0.69,1.0,0.0254,52.38,60.68,,38.71,44.2,,28.72,31.96,0.4733,2.62,2.93,0.4719,2.72,2.95,,26.53,30.84,0.4625,11.86,12.55,0.4859,1.31,1.62,0.4468,19.56,24.39,0.4451,0.67,1.0,0.4,31.83,38.69,,1.08,0.72,0.6,0.0913,0.9082,1.0,9.99,12.42,9.99,46.26,0.5,17.23,17.23,20.04,0.4623,28,1992-12-08,Stockholm,SWE,SWE,,73,205,2013.0,DET,3.0,18.0,,Sweden,Left,79 - Round 3 - 2013 (DET),VGK,Standard (1-way),28,,1,UFA,2022,2000000,"$2,000,000.00",2000000,2000000,0,0,2021-22,81500000,0.0245398773006134,0,0.022432229,"$1,828,226.00","$-171,774.00"
c,max domi,tor,939.2,72,13.044444444444,0.7,1.79,1.15,0.64,2.49,68.42,6.64,0.1058,0.73,13.16,9.26,6.01,2.56,0.32,1.02,3.51,1.66,1.6,0.06,0.0,1.09,2.11,2.3,1.53,2.43,0.57,2.49,3.0,0.0289999999999999,61.84,54.37,,47.47,42.16,,33.09,33.03,0.5005,3.64,2.62,0.5816,3.11,2.79,,29.58,29.07,0.5044,12.2,11.88,0.5065999999999999,2.24,1.34,0.625,23.17,22.91,0.5028,1.19,1.19,0.5,40.88,32.57,,0.74,0.46,0.6154,0.11,0.9207,1.031,12.14,11.95,6.84,50.98,0.6396999999999999,21.27,16.35,15.08,0.5852,26,1995-03-02,Winnipeg,MB,CAN,CAN,70,194,2013.0,PHX,1.0,12.0,12.0,Canada,Left,12 - Round 1 - 2013 (ARI),CBJ,Standard (1-way),25,,2,UFA,2022,5300000,"$5,300,000.00",6000000,6000000,0,0,2021-22,81500000,0.0650306748466257,0,0.051758166,"$4,218,290.00","$-1,081,710.00"
c,michael mcleod,njd,1026.1,77,13.325974025974,0.35,0.82,0.41,0.41,1.17,58.82,4.56,0.0769,0.42,7.37,6.2,4.44,1.34,0.35,0.35,3.04,1.17,0.94,0.23,0.0,0.94,1.64,2.69,8.48,5.67,1.11,35.32,26.37,0.0335,43.56,59.88,,33.68,45.84,,23.33,31.87,0.4227,1.99,3.68,0.3505,2.13,3.08,,21.28,28.3,0.4292,8.01,10.0,0.4448,1.34,1.87,0.4182,17.7,24.4,0.4204,0.39,1.56,0.2,32.01,50.68,,0.34,0.84,0.2857,0.0852,0.8844,0.97,7.54,14.33,30.7,41.52,0.1972,12.34,16.84,43.39,0.2214,23,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016.0,N.J,1.0,12.0,12.0,Canada,Right,12 - Round 1 - 2016 (NJD),NJD,Standard (1-way),23,,2,UFANo QO,2023,975000,"$975,000.00",950000,950000,0,0,2021-22,81500000,0.011963190184049,0,0.020696042,"$1,686,727.00","$711,727.00"
c,michael rasmussen,det,1161.2833333333,80,14.516041666667,0.78,0.62,0.41,0.21,1.4,58.7,6.67,0.1163,0.8,10.08,8.94,7.29,4.55,0.47,1.14,3.41,1.45,1.4,0.0,0.05,1.34,0.83,1.5,7.34,6.61,2.74,21.18,21.13,0.0259,44.28,60.76,,34.0,44.85,,25.99,33.17,0.4393,2.38,4.24,0.3594,2.39,3.36,,23.04,32.24,0.4168,10.23,14.31,0.4168,1.14,1.86,0.3792999999999999,17.08,23.9,0.4168,1.03,1.86,0.3571,26.27,37.69,,0.6,0.97,0.381,0.0915,0.8723000000000001,0.964,9.82,14.21,13.9,44.07,0.4139,16.38,18.81,22.89,0.4171,22,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017.0,DET,1.0,9.0,9.0,Canada,Left,9 - Round 1 - 2017 (DET),DET,Standard (1-way),22,,3,RFA,2024,1460000,"$1,460,000.00",1000000,1000000,0,0,2021-22,81500000,0.0179141104294478,0,0.030604491,"$2,494,266.00","$1,034,266.00"
c,mika zibanejad,nyr,1590.25,81,19.632716049383,1.09,1.96,1.25,0.72,3.06,63.28,8.26,0.1324,0.93,14.45,11.81,7.02,2.98,0.38,0.75,0.45,0.23,0.23,0.0,0.0,0.49,2.19,2.34,2.53,2.83,1.74,26.34,24.15,0.0197,59.88,52.37,,47.05,38.79,,34.18,27.66,0.5528,4.83,2.45,0.6631999999999999,3.83,2.68,,31.13,27.32,0.5326,14.71,10.68,0.5795,2.83,1.32,0.6818000000000001,21.88,22.19,0.4966,1.36,0.8,0.6279,39.35,33.08,,1.14,0.65,0.6364,0.1413,0.9113,1.053,10.68,12.15,10.04,38.9,0.5155,23.2,17.66,19.85,0.539,28,1993-04-18,Huddinge,SWE,SWE,,74,202,2011.0,OTT,1.0,6.0,,Sweden,Right,6 - Round 1 - 2011 (OTT),NYR,Standard (1-way),24,NMC,5,UFA,2022,5350000,"$5,350,000.00",4750000,4750000,0,0,2021-22,81500000,0.0656441717791411,0,0.05180327,"$4,221,966.00","$-1,128,034.00"
c,mikael backlund,cgy,1403.7,82,17.118292682927,0.51,1.15,0.77,0.38,1.67,60.0,9.15,0.0561,0.87,15.17,12.31,8.21,2.95,0.85,0.98,1.2,0.6,0.6,0.0,0.0,0.51,1.88,2.35,2.65,2.35,1.03,26.5,26.03,0.0216,62.53,51.93,,47.87,39.62,,35.18,28.72,0.5505,2.78,2.52,0.5242,3.09,2.71,,30.6,25.95,0.5412,11.46,10.39,0.5245000000000001,1.24,1.28,0.4915,25.53,20.75,0.5517,1.25,1.31,0.4889,41.49,35.44,,0.8,0.31,0.7222,0.079,0.9122,0.991,9.15,12.82,17.44,41.72,0.3440999999999999,19.06,17.48,26.59,0.4175999999999999,32,1989-03-17,Vasteras,SWE,SWE,,72,206,2007.0,CGY,1.0,24.0,,Sweden,Left,24 - Round 1 - 2007 (CGY),CGY,Standard (1-way),29,M-NTC,6,UFA,2024,5350000,"$5,350,000.00",5350000,5350000,0,0,2021-22,81500000,0.0656441717791411,0,0.047495507,"$3,870,883.00","$-1,479,117.00"
c,mikael granlund,sjs,1633.1666666667,80,20.414583333333,0.4,1.95,0.99,0.96,2.35,55.65,4.3,0.094,0.52,8.05,6.06,5.58,2.09,0.18,0.7,1.21,0.55,0.51,0.04,0.0,0.96,1.87,2.09,3.38,4.34,1.4,20.9,23.4,0.0173,60.32,58.19,,45.96,44.31,,32.37,32.22,0.5011,4.22,3.45,0.5502,3.31,3.3,,31.96,28.55,0.5282,10.91,10.14,0.5183,2.13,1.62,0.5686,28.07,24.54,0.5335,1.52,1.27,0.5439,38.63,37.84,,1.11,0.85,0.5676,0.1305,0.8928,1.023,13.01,10.25,9.59,37.8,0.5756,28.66,16.61,18.3,0.6103000000000001,29,1992-02-26,Oulu,FIN,FIN,,70,185,2010.0,MIN,1.0,9.0,,Finland,Left,9 - Round 1 - 2010 (MIN),NSH,Standard (1-way),29,,4,UFA,2025,5000000,"$5,000,000.00",4000000,4000000,0,0,2021-22,81500000,0.0613496932515337,0,0.05768271,"$4,701,140.00","$-298,860.00"
c,mike hoffman,sjs,1141.8166666667,67,17.042039800995,0.79,1.05,0.58,0.47,1.84,63.64,8.09,0.0974,0.67,14.98,10.88,5.78,1.79,0.42,1.31,1.68,0.84,0.84,0.0,0.0,0.53,2.42,1.68,1.42,2.36,1.37,0.63,0.42,0.0315,59.33,50.66,,43.14,36.63,,32.32,26.43,0.5501,2.89,3.21,0.4740999999999999,2.97,2.86,,28.32,27.69,0.5056,10.56,11.67,0.4752,1.47,1.79,0.4515999999999999,23.68,21.37,0.5257000000000001,1.12,0.98,0.5333,41.37,26.11,,0.83,0.53,0.6111,0.0894,0.8787,0.968,12.56,12.3,7.46,39.57,0.6273,25.01,17.76,16.45,0.6033,31,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009.0,OTT,5.0,9.0,130.0,Canada,Left,130 - Round 5 - 2009 (OTT),MTL,Standard (1-way),31,,3,UFA,2024,4500000,"$4,500,000.00",3500000,3500000,0,0,2021-22,81500000,0.0552147239263803,0,0.046598025,"$3,797,739.00","$-702,261.00"
"c, r",mitchell marner,tor,1503.5666666667,72,20.88287037037,1.4,2.47,1.44,1.04,3.87,71.85,8.94,0.1563,0.96,16.76,12.57,9.82,3.47,0.52,0.68,0.64,0.32,0.32,0.0,0.0,0.56,2.51,2.87,2.99,2.95,1.16,0.4,0.32,0.0222,73.47,48.76,,56.94,38.19,,39.87,28.13,0.5863,5.39,3.63,0.5972999999999999,4.51,2.73,,43.98,24.86,0.6388,17.52,9.78,0.6418,3.07,1.92,0.616,35.28,20.11,0.6369,2.13,1.38,0.6061,40.98,31.47,,0.81,0.92,0.4667,0.1351,0.8709,1.006,14.25,12.05,10.61,32.68,0.573,29.53,17.28,19.87,0.5977,24,1997-05-05,Markham,ON,CAN,CAN,72,181,2015.0,TOR,1.0,4.0,4.0,Canada,Right,4 - Round 1 - 2015 (TOR),TOR,Standard (1-way),22,,6,UFA,2025,10903000,"$10,903,000.00",10358000,750000,9608000,0,2021-22,81500000,0.1337791411042944,0,0.1281645,"$10,445,406.00","$-457,594.00"
c,morgan geekie,bos,921.26666666667,73,12.620091324201,0.46,0.98,0.39,0.59,1.43,64.71,6.32,0.0722,0.63,12.31,9.25,7.03,2.61,0.52,0.52,1.17,0.59,0.59,0.0,0.0,0.85,1.69,1.63,3.58,7.16,1.17,22.86,20.71,0.0342,60.18,47.41,,43.05,37.32,,30.81,26.25,0.54,2.21,2.8,0.4416,2.67,2.77,,28.07,23.97,0.5394,11.66,11.33,0.5071,1.24,2.02,0.38,21.88,16.85,0.565,0.69,0.78,0.4706,43.37,30.01,,0.66,0.19,0.7778,0.0719,0.8933,0.965,13.94,11.27,8.14,47.22,0.6313,21.43,15.7,15.11,0.5865,22,1998-07-20,Strathclair,MB,CAN,CAN,75,200,2017.0,CAR,3.0,5.0,67.0,Canada,Right,67 - Round 3 - 2017 (CAR),CAR,Standard (2-way),22,,1,RFA,2022,750000,"$750,000.00",750000,750000,0,0,2021-22,81500000,0.00920245398773,0,0.01491131,"$1,215,271.00","$465,271.00"
c,nathan mackinnon,col,1368.9666666667,65,21.061025641026,1.4,2.45,1.67,0.79,3.86,70.97,13.1,0.107,1.16,21.96,16.87,12.4,3.68,0.48,1.67,1.84,0.79,0.7,0.09,0.0,1.71,2.45,1.62,2.98,3.59,1.62,16.79,20.21,0.0199,77.84,50.14,,58.69,39.01,,43.61,29.5,0.5965,5.43,2.85,0.6561,4.51,2.75,,41.33,23.89,0.6336999999999999,14.68,11.13,0.5688,2.19,1.53,0.5882000000000001,35.53,17.01,0.6762999999999999,2.63,0.76,0.7759,48.94,31.91,,1.58,0.7,0.6944,0.1246,0.9034,1.028,15.6,14.33,6.4,32.87,0.7092,33.84,20.64,15.69,0.6831999999999999,25,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013.0,COL,1.0,1.0,1.0,Canada,Right,1 - Round 1 - 2013 (COL),COL,Standard (1-way),20,M-NTC,7,UFA,2023,6300000,"$6,300,000.00",6850000,6850000,0,0,2021-22,81500000,0.0773006134969325,0,0.07971271,"$6,496,585.00","$196,585.00"
c,nazem kadri,cgy,1365.9666666667,71,19.23896713615,1.23,2.59,1.54,1.05,3.82,70.73,10.85,0.1134,1.28,19.28,14.89,10.89,4.48,0.35,1.45,3.12,1.19,1.01,0.13,0.04,1.58,1.49,1.58,2.28,5.45,0.75,25.7,26.0,0.0218,78.85,46.65,,58.02,35.49,,43.53,26.44,0.6221,5.4,2.81,0.6578,4.27,2.6,,39.22,22.71,0.6333,14.71,9.84,0.5992999999999999,2.42,1.41,0.6322,32.68,17.16,0.6557,1.82,0.82,0.6889,51.52,28.8,,2.16,0.63,0.7726999999999999,0.1241,0.8937,1.018,13.97,8.3,8.78,39.27,0.6139,30.26,14.89,17.79,0.6297999999999999,30,1990-10-06,London,ON,CAN,CAN,72,185,2009.0,TOR,1.0,7.0,7.0,Canada,Left,7 - Round 1 - 2009 (TOR),TOR,Standard (1-way),25,M-NTC,6,UFA,2022,4500000,"$4,500,000.00",4000000,2000000,2000000,0,2021-22,81500000,0.0552147239263803,0,0.05946593,"$4,846,473.00","$346,473.00"
